#,word,score,origin,syllables,best_synonym,best_synonym_score,synonym_wins,synonym_improvement,pos,articulations,three_plus_syllables,stress_on_first,uses_m,uses_l,uses_good_consonants,no_weak_consonants,three_manners_of_articulation,short_vowels_only,front_vowels_first,low_vowels_first
2896,toy,20,Middle English,1,fiddle,50,TRUE,30,NN,STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2906,hip,20,Middle English,1,pelvis,50,TRUE,30,NN,STOP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
2920,interior,50,Latin,4,midland,80,TRUE,30,NN,NASAL|APPROXIMANT|STOP,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2922,grow,10,Middle English,1,farm,40,TRUE,30,NN,APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2929,dot,30,Old English,1,elvis,60,TRUE,30,NN,STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
2952,recipe,50,Latin,3,formula,80,TRUE,30,NN,SIBILANT_FRICATIVE|STOP|APPROXIMANT,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2956,proof,20,Middle English,1,validation,50,TRUE,30,NN,NON_SIBILANT_FRICATIVE|APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3114,concern,30,Latin,2,interest,60,TRUE,30,NN,SIBILANT_FRICATIVE|NASAL|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3115,backup,40,English,2,patronage,70,TRUE,30,NN,STOP,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
3138,cook,30,Middle English,1,falsify,60,TRUE,30,NN,STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
3139,affect,20,Middle English,2,touch,50,TRUE,30,NN,NON_SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3194,advisory,30,English,4,consultative,60,TRUE,30,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|STOP,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3218,cooking,30,English,2,falsify,60,TRUE,30,NN,NASAL|STOP,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3221,fox,30,Middle English,1,bedevil,60,TRUE,30,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
3281,border,20,Middle English,2,borderline,50,TRUE,30,NN,APPROXIMANT|STOP,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3326,mouth,20,Middle English,1,sass,50,TRUE,30,NN,NON_SIBILANT_FRICATIVE|NASAL,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3336,pure,40,Middle English,3,consummate,70,TRUE,30,NN,APPROXIMANT|STOP,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3338,wonder,30,Old English,2,wonderment,60,TRUE,30,NN,NASAL|STOP|APPROXIMANT,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3349,draw,30,Middle English,1,delineate,60,TRUE,30,NN,APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
3372,suck,40,Middle English,1,suckle,70,TRUE,30,NN,SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
3374,babe,10,Middle English,1,infant,40,TRUE,30,NN,STOP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3403,parameter,30,French,4,argument,60,TRUE,30,NN,NASAL|STOP,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3457,execution,30,Old French,4,implementation,60,TRUE,30,NN,SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3509,gray,20,Old English,1,grizzly,50,TRUE,30,NN,APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3519,demo,40,English,2,demonstrate,70,TRUE,30,NN,NASAL|STOP,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
3557,vary,30,Middle English,2,motley,60,TRUE,30,NN,NON_SIBILANT_FRICATIVE|APPROXIMANT,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3587,chamber,30,French,2,bedchamber,60,TRUE,30,NN,SIBILANT_AFFRICATE|NASAL|STOP,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3615,shell,30,Middle English,1,blast,60,TRUE,30,NN,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
3662,twin,40,Old English,1,parallel,70,TRUE,30,NN,NASAL|APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
3664,insert,30,Latin,2,inset,60,TRUE,30,NN,SIBILANT_FRICATIVE|NASAL|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3680,romance,40,Middle English,2,latin,70,TRUE,30,NN,SIBILANT_FRICATIVE|NASAL|APPROXIMANT,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3708,suit,20,Old French,1,lawsuit,50,TRUE,30,NN,SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
3711,chip,20,Middle English,1,scrap,50,TRUE,30,NN,SIBILANT_AFFRICATE|STOP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
3713,sit,40,Old English,1,model,70,TRUE,30,NN,SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
3757,treat,30,Anglo-Norman,1,address,60,TRUE,30,NN,APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
3809,pull,20,Middle English,1,extract,50,TRUE,30,NN,LATERAL_APPROXIMANT|STOP,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3869,plot,30,Middle English,1,diagram,60,TRUE,30,NN,LATERAL_APPROXIMANT|STOP,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3875,regard,20,Middle French,2,reckon,50,TRUE,30,NN,STOP|APPROXIMANT,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3879,smooth,30,Middle English,1,bland,60,TRUE,30,NN,SIBILANT_FRICATIVE|FRICATIVE|NASAL,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3909,antique,30,French,2,antiquate,60,TRUE,30,NN,NASAL|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
4062,formation,40,French,3,establishment,70,TRUE,30,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|NASAL|APPROXIMANT,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
4200,prayer,40,Middle English,2,supplicant,70,TRUE,30,NN,APPROXIMANT|STOP,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
4218,crown,40,Latin,1,summit,70,TRUE,30,NN,NASAL|APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
4252,gross,20,Middle English,1,unadulterated,50,TRUE,30,JJ,SIBILANT_FRICATIVE|APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
4299,prize,30,Middle English,1,quality,60,TRUE,30,NN,SIBILANT_FRICATIVE|APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
4327,dirty,30,English,2,unsportsmanlike,60,TRUE,30,NN,STOP,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
4372,buffer,10,English,2,pilot,40,TRUE,30,NN,NON_SIBILANT_FRICATIVE|STOP,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4387,li,30,Mandarin Chinese,1,lithium,60,TRUE,30,NN,LATERAL_APPROXIMANT,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
4394,apparently,40,English,4,patently,70,TRUE,30,RB,NASAL|APPROXIMANT|LATERAL_APPROXIMANT|STOP,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
4402,exhibit,40,Latin,3,demonstrate,70,TRUE,30,NN,SIBILANT_FRICATIVE|STOP,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
4560,pour,20,Middle English,1,stream,50,TRUE,30,NN,APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
4717,throat,20,Middle English,1,pharynx,50,TRUE,30,NN,NON_SIBILANT_FRICATIVE|STOP|APPROXIMANT,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
4718,ignore,30,French,2,dismiss,60,TRUE,30,NN,NASAL|APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
4740,toe,20,Middle English,1,toenail,50,TRUE,30,NN,STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
4749,booty,20,Old French,2,pillage,50,TRUE,30,NN,STOP,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
4792,shit,30,Old English,1,damn,60,TRUE,30,NN,SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
4799,thick,30,Middle English,1,midst,60,TRUE,30,NN,NON_SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
4919,bread,30,Middle English,1,lettuce,60,TRUE,30,NN,APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
4923,tough,30,Old English,1,problematic,60,TRUE,30,JJ,NON_SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
4963,sole,30,Middle English,1,lonesome,60,TRUE,30,NN,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
5016,phrase,30,Latin,1,idiom,60,TRUE,30,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|APPROXIMANT,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
5028,leaf,20,Middle English,1,riffle,50,TRUE,30,NN,NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5037,combine,40,Middle French,2,commingle,70,TRUE,30,NN,NASAL|STOP,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
5040,exceed,30,Middle English,2,pass,60,TRUE,30,NN,SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
5055,bi,10,Mandarin Chinese,1,bismuth,40,TRUE,30,NN,STOP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5122,cherry,30,Middle English,2,scarlet,60,TRUE,30,NN,SIBILANT_AFFRICATE|APPROXIMANT,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
5176,mint,50,Middle English,1,muckle,80,TRUE,30,NN,NASAL|STOP,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
5190,robot,20,Czech,2,automaton,50,TRUE,30,NN,STOP|APPROXIMANT,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5199,powder,20,Middle English,2,pulverize,50,TRUE,30,NN,STOP,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5226,loose,30,Old Norse,1,informal,60,TRUE,30,JJ,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
5234,illness,60,English,2,malady,90,TRUE,30,NN,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|NASAL,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5313,coalition,40,French,4,alignment,70,TRUE,30,NN,SIBILANT_FRICATIVE|NASAL|LATERAL_APPROXIMANT|STOP,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
5335,observation,30,Latin,4,reflection,60,TRUE,30,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|NASAL|STOP,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
5337,torture,30,Latin,2,torment,60,TRUE,30,NN,SIBILANT_AFFRICATE|APPROXIMANT|STOP,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
5398,singer,20,English,2,vocalist,50,TRUE,30,NN,SIBILANT_FRICATIVE|NASAL,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5418,involve,30,Latin,2,postulate,60,TRUE,30,NN,NON_SIBILANT_FRICATIVE|NASAL|LATERAL_APPROXIMANT,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
5470,beam,20,Middle English,1,radiate,50,TRUE,30,NN,NASAL|STOP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5489,essay,30,Middle French,2,examine,60,TRUE,30,NN,SIBILANT_FRICATIVE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
5513,thou,10,Old English,1,thousand,40,TRUE,30,NN,FRICATIVE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5528,cry,30,Middle English,1,exclaim,60,TRUE,30,NN,APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
5538,announce,30,Old French,2,declare,60,TRUE,30,NN,SIBILANT_FRICATIVE|NASAL,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
5548,weird,30,Middle English,1,eldritch,60,TRUE,30,NN,STOP|APPROXIMANT,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
5695,perfume,20,Middle French,2,scent,50,TRUE,30,NN,NON_SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5704,sue,20,Anglo-Norman,1,action,50,TRUE,30,NN,SIBILANT_FRICATIVE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
5751,chase,20,Old French,1,track,50,TRUE,30,NN,SIBILANT_FRICATIVE|SIBILANT_AFFRICATE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
5812,ruby,30,Latin,3,scarlet,60,TRUE,30,NN,STOP|APPROXIMANT,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5984,cod,30,Old English,1,slang,60,TRUE,30,NN,STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
6026,quit,30,Anglo-Norman,1,relinquish,60,TRUE,30,NN,APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
6065,regime,30,French,2,government,60,TRUE,30,NN,SIBILANT_FRICATIVE|NASAL|APPROXIMANT,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
6073,differ,20,Middle English,2,dissent,50,TRUE,30,NN,NON_SIBILANT_FRICATIVE|STOP,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6158,harm,30,Old English,1,damage,60,TRUE,30,NN,NASAL|APPROXIMANT,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
6187,honey,20,Middle English,2,dearest,50,TRUE,30,NN,NASAL,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6219,engage,30,Middle French,2,enlist,60,TRUE,30,NN,SIBILANT_AFFRICATE|NASAL|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
6221,noon,20,Old English,1,midday,50,TRUE,30,NN,NASAL,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
6235,suspect,20,Latin,2,mistrust,50,TRUE,30,NN,SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
6251,viewer,10,English,2,witness,40,TRUE,30,NN,NON_SIBILANT_FRICATIVE|APPROXIMANT,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6265,destroy,30,Middle English,2,demolish,60,TRUE,30,NN,SIBILANT_FRICATIVE|APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
6299,pepper,10,Latin,2,pelt,40,TRUE,30,NN,STOP,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6355,recover,30,English,3,reclaim,60,TRUE,30,NN,NON_SIBILANT_FRICATIVE|STOP|APPROXIMANT,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
6471,technological,50,English,5,technical,80,TRUE,30,JJ,SIBILANT_AFFRICATE|NASAL|LATERAL_APPROXIMANT|STOP,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6516,brake,20,Old Dutch,1,bracken,50,TRUE,30,NN,APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
6739,tender,30,English,2,stamp,60,TRUE,30,NN,NASAL|STOP,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
6758,repository,30,Latin,5,monument,60,TRUE,30,NN,SIBILANT_FRICATIVE|STOP|APPROXIMANT,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
6790,bean,20,Middle English,1,noodle,50,TRUE,30,NN,NASAL|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
6804,bias,30,Middle French,2,prejudice,60,TRUE,30,NN,SIBILANT_FRICATIVE|STOP,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
6827,tap,40,Old English,1,solicit,70,TRUE,30,NN,STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
6946,pray,20,Middle English,1,implore,50,TRUE,30,NN,APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
7014,freight,30,Middle English,1,consignment,60,TRUE,30,NN,NON_SIBILANT_FRICATIVE|STOP|APPROXIMANT,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
7065,immune,20,Latin,2,resistant,50,TRUE,30,NN,NASAL|APPROXIMANT,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7079,argue,20,Old French,2,indicate,50,TRUE,30,NN,STOP|APPROXIMANT,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7095,advise,30,Middle English,2,counsel,60,TRUE,30,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
7109,bitch,20,Middle English,1,bellyache,50,TRUE,30,NN,SIBILANT_AFFRICATE|STOP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
7139,dive,20,Middle English,1,plunge,50,TRUE,30,NN,NON_SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
7230,assure,20,Old French,2,promise,50,TRUE,30,NN,SIBILANT_FRICATIVE|APPROXIMANT,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
7237,spirituality,50,Latin,6,spiritualism,80,TRUE,30,NN,SIBILANT_FRICATIVE|APPROXIMANT|LATERAL_APPROXIMANT|STOP|SIBILANT_AFFRICATE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
7244,grip,30,Old English,1,clasp,60,TRUE,30,NN,APPROXIMANT|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
7313,anger,10,Middle English,2,wrath,40,TRUE,30,NN,NASAL|STOP,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7333,ribbon,40,Old French,2,medal,70,TRUE,30,NN,NASAL|STOP|APPROXIMANT,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
7365,nervous,30,Latin,2,neural,60,TRUE,30,JJ,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|NASAL,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
7392,exhaust,20,Latin,2,release,50,TRUE,30,NN,SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
7394,shanghai,20,Mandarin Chinese,2,impress,50,TRUE,30,NN,SIBILANT_FRICATIVE|NASAL,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7431,rip,30,Middle English,1,profligate,60,TRUE,30,NN,STOP|APPROXIMANT,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
7435,amend,40,Old French,2,remedy,70,TRUE,30,NN,NASAL|STOP,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7460,thong,10,Middle English,1,lash,40,TRUE,30,NN,NON_SIBILANT_FRICATIVE|NASAL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7499,sap,40,Old English,1,blackjack,70,TRUE,30,NN,SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
7511,cave,30,Latin,2,undermine,60,TRUE,30,NN,NON_SIBILANT_FRICATIVE|STOP,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
7519,wool,20,Middle English,1,woollen,50,TRUE,30,NN,LATERAL_APPROXIMANT|APPROXIMANT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7522,arrest,20,Old French,2,apprehend,50,TRUE,30,NN,SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
7526,horizon,30,Ancient Greek,3,skyline,60,TRUE,30,NN,SIBILANT_FRICATIVE|NASAL,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
7589,hereby,10,English,2,herewith,40,TRUE,30,NN,STOP|APPROXIMANT,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7610,officially,30,English,4,formally,60,TRUE,30,RB,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
7687,tumor,40,Old French,2,neoplasm,70,TRUE,30,NN,NASAL|STOP,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
7738,defend,40,Middle English,2,champion,70,TRUE,30,NN,NON_SIBILANT_FRICATIVE|NASAL|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7938,prospect,30,Latin,2,candidate,60,TRUE,30,NN,SIBILANT_FRICATIVE|APPROXIMANT|STOP,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
7981,cite,30,French,1,acknowledgment,60,TRUE,30,NN,SIBILANT_FRICATIVE|STOP,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
8008,mess,50,Middle English,1,muckle,80,TRUE,30,NN,SIBILANT_FRICATIVE|NASAL,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
8028,digit,30,Latin,2,dactyl,60,TRUE,30,NN,SIBILANT_AFFRICATE|STOP,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
8048,approximate,50,Latin,4,estimate,80,TRUE,30,NN,SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
