#,word,score,origin,syllables,best_synonym,best_synonym_score,synonym_wins,synonym_improvement,pos,articulations,three_plus_syllables,stress_on_first,uses_m,uses_l,uses_good_consonants,no_weak_consonants,three_manners_of_articulation,short_vowels_only,front_vowels_first,low_vowels_first
2790,majority,40.0,Middle French,4,bulk,40.0,False,0.0,NN,SIBILANT_AFFRICATE|NASAL|STOP|APPROXIMANT,True,False,True,False,True,False,True,False,False,False
2791,connected,50.0,Undefined,3,affiliated,50.0,False,0.0,VBN,NASAL|STOP,True,False,False,False,True,True,False,True,False,True
2792,christ,40.0,Undefined,1,messiah,50.0,True,10.0,NN,SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,False,False,False,True,True,True,False,False,True
2793,dan,50.0,Japanese,1,,-1.0,False,0.0,NN,NASAL|STOP,False,False,False,False,True,True,False,True,True,True
2794,dogs,20.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,False,False,True
2796,directors,20.0,Undefined,3,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|STOP,True,False,False,False,True,False,False,False,False,False
2797,aspects,40.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|STOP,False,True,False,False,True,False,False,True,True,False
2798,austria,50.0,Undefined,3,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|APPROXIMANT|STOP,True,True,False,False,True,True,True,False,False,False
2799,ahead,20.0,English,2,forward,30.0,True,10.0,RB,STOP,False,False,False,False,True,False,False,True,False,False
2800,moon,30.0,Middle English,1,daydream,60.0,True,30.0,NN,NASAL,False,False,True,False,True,True,False,False,False,False
2801,participation,40.0,Undefined,5,involvement,60.0,True,20.0,NN,SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,True,False,False,False,True,False,True,False,False,True
2802,scheme,50.0,Latin,1,strategy,60.0,True,10.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,False,False,True,False,True,True,True,False,True,False
2803,utility,40.0,Old French,4,usefulness,60.0,True,20.0,NN,LATERAL_APPROXIMANT|STOP|APPROXIMANT,True,False,False,True,True,False,True,False,False,False
2804,preview,30.0,Old French,2,trailer,50.0,True,20.0,NN,NON_SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,True,False,False,True,False,True,False,False,False
2805,fly,20.0,Middle English,1,vanish,50.0,True,30.0,NN,NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT,False,False,False,True,False,False,False,False,False,True
2806,manner,40.0,Anglo-Norman,2,fashion,50.0,True,10.0,NN,NASAL,False,True,True,False,True,True,False,False,False,False
2807,matrix,60.0,Old French,2,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,False,True,True,False,True,True,True,False,True,False
2808,containing,30.0,Undefined,3,,-1.0,False,0.0,VBG,NASAL|STOP,True,False,False,False,True,False,False,False,True,False
2809,combination,50.0,Undefined,4,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,True,False,True,False,True,False,True,False,False,True
2811,amendment,60.0,French,3,,-1.0,False,0.0,NN,NASAL|STOP,True,False,True,False,True,True,False,True,False,True
2813,strength,40.0,Old English,1,forcefulness,70.0,True,30.0,NN,SIBILANT_FRICATIVE|APPROXIMANT|NON_SIBILANT_FRICATIVE|NASAL|STOP,False,False,False,False,True,False,True,True,True,False
2814,guaranteed,40.0,Undefined,3,warrant,40.0,False,0.0,NN,NASAL|APPROXIMANT|STOP,True,False,False,False,True,False,True,False,True,False
2815,turkey,30.0,English,2,dud,40.0,True,10.0,NN,STOP,False,True,False,False,True,True,False,False,False,False
2816,libraries,60.0,Undefined,3,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|APPROXIMANT|STOP,True,True,False,True,True,False,True,False,True,False
2817,proper,20.0,Anglo-Norman,2,right,30.0,True,10.0,NN,APPROXIMANT|STOP,False,True,False,False,True,False,False,False,False,False
2818,distributed,40.0,Undefined,4,,-1.0,False,0.0,VBN,SIBILANT_FRICATIVE|APPROXIMANT|STOP,True,False,False,False,True,False,True,True,False,False
2819,degrees,30.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,False,False,False,True,False,True,False,True,False
2820,singapore,50.0,Undefined,3,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,True,True,False,False,True,False,True,True,False,False
2821,enterprises,40.0,Undefined,4,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,True,True,False,False,True,False,True,False,False,False
2822,delta,50.0,Ancient Greek,2,,-1.0,False,0.0,NN,LATERAL_APPROXIMANT|STOP,False,True,False,True,True,True,False,True,False,False
2823,fear,30.0,Middle English,1,venerate,50.0,True,20.0,NN,NON_SIBILANT_FRICATIVE|APPROXIMANT,False,False,False,False,True,False,False,True,True,False
2824,seeking,40.0,Undefined,2,,-1.0,False,0.0,VBG,SIBILANT_FRICATIVE|NASAL|STOP,False,True,False,False,True,False,True,False,True,False
2825,inches,40.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|SIBILANT_AFFRICATE|NASAL,False,True,False,False,True,False,True,True,False,False
2826,phoenix,40.0,Latin,2,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|NASAL|STOP,False,True,False,False,True,False,True,False,True,False
2828,convention,50.0,Undefined,3,formula,80.0,True,30.0,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|NASAL|STOP,True,False,False,False,True,False,True,True,False,True
2829,shares,30.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|APPROXIMANT,False,False,False,False,True,False,False,True,True,False
2830,principal,70.0,Latin,3,primary,60.0,False,-10.0,NN,SIBILANT_FRICATIVE|APPROXIMANT|NASAL|LATERAL_APPROXIMANT|STOP,True,True,False,True,True,False,True,True,False,True
2831,daughter,30.0,Middle English,2,girl,10.0,False,-20.0,NN,STOP,False,True,False,False,True,True,False,False,False,False
2832,standing,50.0,Undefined,2,,-1.0,False,0.0,VBG,SIBILANT_FRICATIVE|NASAL|STOP,False,True,False,False,True,False,True,True,True,False
2833,voyeur,10.0,French,2,,-1.0,False,0.0,NN,NON_SIBILANT_FRICATIVE|APPROXIMANT,False,False,False,False,True,False,False,False,False,False
2834,comfort,40.0,Old French,2,comforter,50.0,True,10.0,NN,NON_SIBILANT_FRICATIVE|NASAL|STOP,False,True,True,False,True,False,True,False,False,False
2835,colors,40.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,False,True,False,True,True,False,True,False,False,False
2836,wars,20.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|APPROXIMANT,False,False,False,False,True,False,False,True,False,False
2837,cisco,30.0,Undefined,2,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|STOP,False,True,False,False,True,True,False,False,False,False
2838,ordering,40.0,Undefined,3,,-1.0,False,0.0,VBG,NASAL|STOP|APPROXIMANT,True,True,False,False,True,False,True,False,False,False
2839,kept,30.0,Undefined,1,celebrate,60.0,True,30.0,NN,STOP,False,False,False,False,True,False,False,True,True,False
2840,alpha,40.0,Undefined,2,,-1.0,False,0.0,NN,NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT,False,True,False,True,False,False,False,True,False,True
2841,appeal,10.0,Old French,2,collection,60.0,True,50.0,NN,LATERAL_APPROXIMANT|STOP,False,False,False,True,False,False,False,False,False,False
2842,cruise,20.0,Dutch,1,sail,40.0,True,20.0,NN,SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,False,False,False,True,False,True,False,False,False
2843,bonus,30.0,Latin,2,incentive,50.0,True,20.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,False,True,False,False,True,False,True,False,False,False
2844,certification,40.0,Undefined,5,credential,60.0,True,20.0,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|NASAL|STOP,True,False,False,False,True,False,True,False,False,True
2845,previously,60.0,English,4,,-1.0,False,0.0,RB,SIBILANT_FRICATIVE|APPROXIMANT|NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,True,True,False,True,True,False,True,False,True,False
2846,hey,10.0,Middle English,1,,-1.0,False,0.0,NN,,False,False,False,False,False,False,False,False,True,False
2847,bookmark,40.0,Undefined,2,,-1.0,False,0.0,NN,NASAL|APPROXIMANT|STOP,False,True,True,False,True,False,True,False,False,False
2848,buildings,60.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NASAL|LATERAL_APPROXIMANT|STOP,False,True,False,True,True,False,True,True,True,False
2849,specials,50.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,False,True,False,True,True,False,True,True,False,False
2850,beat,20.0,Middle English,1,gravel,60.0,True,40.0,NN,STOP,False,False,False,False,True,False,False,False,True,False
2851,disney,40.0,Undefined,2,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,False,True,False,False,True,False,True,False,True,False
2852,household,40.0,Middle English,2,family,70.0,True,30.0,NN,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,False,True,False,True,True,False,True,False,False,False
2853,batteries,40.0,Undefined,3,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|STOP,True,True,False,False,True,False,False,False,True,False
2854,adobe,20.0,Spanish,3,,-1.0,False,0.0,NN,STOP,True,False,False,False,True,False,False,False,False,False
2855,smoking,40.0,Undefined,2,smoke,40.0,False,0.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,False,True,True,False,True,False,True,False,False,False
2856,bbc,20.0,Undefined,1,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,False,True,False
2857,becomes,40.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NASAL|STOP,False,False,True,False,True,False,True,True,False,False
2858,drives,30.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,False,False,False,True,False,True,False,False,True
2859,arms,40.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NASAL|APPROXIMANT,False,False,True,False,True,False,True,False,False,True
2860,alabama,60.0,Undefined,4,al,50.0,False,-10.0,NN,NASAL|LATERAL_APPROXIMANT|STOP,True,False,True,True,False,False,True,True,False,True
2861,tea,30.0,Dutch,1,,-1.0,False,0.0,NN,STOP,False,False,False,False,True,True,False,False,True,False
2862,improved,30.0,Undefined,2,,-1.0,False,0.0,VBN,NON_SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,False,False,True,False,True,False,True,False,False,False
2863,trees,30.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,False,False,False,True,False,True,False,True,False
2865,achieve,0.0,Anglo-Norman,2,accomplish,60.0,True,60.0,NN,NON_SIBILANT_FRICATIVE|SIBILANT_AFFRICATE,False,False,False,False,False,False,False,False,False,False
2866,positions,50.0,Undefined,3,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NASAL|STOP,True,False,False,False,True,False,True,True,False,True
2867,dress,50.0,Undefined,1,apparel,60.0,True,10.0,NN,SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,False,False,False,True,True,True,True,True,False
2868,subscription,50.0,Undefined,3,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,True,False,False,False,True,False,True,True,False,True
2869,dealer,40.0,Undefined,2,principal,70.0,True,30.0,NN,LATERAL_APPROXIMANT|STOP,False,True,False,True,True,True,False,False,False,False
2870,contemporary,50.0,Undefined,5,contemporaneous,40.0,False,-10.0,JJ,NASAL|APPROXIMANT|STOP,True,False,True,False,True,False,True,False,True,False
2871,sky,30.0,Undefined,1,flip,40.0,True,10.0,NN,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,True,False,False,False,True
2872,utah,20.0,Undefined,2,,-1.0,False,0.0,NN,STOP|APPROXIMANT,False,True,False,False,True,False,False,False,False,False
2873,nearby,30.0,Undefined,2,,-1.0,False,0.0,RB,NASAL|STOP|APPROXIMANT,False,True,False,False,True,False,True,False,False,False
2874,rom,40.0,Undefined,1,,-1.0,False,0.0,NN,NASAL|APPROXIMANT,False,False,True,False,True,True,False,False,False,True
2875,carried,40.0,Undefined,2,,-1.0,False,0.0,VBN,APPROXIMANT|STOP,False,True,False,False,True,True,False,False,True,False
2876,happen,40.0,Middle English,2,find,30.0,False,-10.0,VB,NASAL|STOP,False,True,False,False,True,False,False,True,False,True
2877,exposure,20.0,Undefined,3,photograph,50.0,True,30.0,NN,SIBILANT_FRICATIVE|STOP,True,False,False,False,True,False,False,False,False,False
2878,panasonic,40.0,Undefined,3,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,True,False,False,False,True,False,True,False,False,True
2879,hide,20.0,Old English,1,skin,50.0,True,30.0,NN,STOP,False,False,False,False,True,False,False,False,False,True
2881,signature,40.0,French,3,touch,50.0,True,10.0,NN,SIBILANT_FRICATIVE|SIBILANT_AFFRICATE|NASAL|STOP,True,True,False,False,True,False,True,False,False,False
2882,gambling,70.0,Undefined,2,gaming,30.0,False,-40.0,VBG,NASAL|LATERAL_APPROXIMANT|STOP,False,True,True,True,False,False,True,True,True,True
2883,refer,10.0,Undefined,2,consult,60.0,True,50.0,NN,NON_SIBILANT_FRICATIVE|APPROXIMANT,False,False,False,False,True,False,False,False,False,False
2884,miller,40.0,Undefined,2,,-1.0,False,0.0,NN,NASAL|LATERAL_APPROXIMANT,False,True,True,True,False,True,False,False,False,False
2885,provision,50.0,Old French,3,planning,60.0,True,10.0,NN,SIBILANT_FRICATIVE|APPROXIMANT|NON_SIBILANT_FRICATIVE|NASAL|STOP,True,False,False,False,True,False,True,True,False,True
2886,outdoors,30.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,True,False,False,True,False,True,False,False,False
2887,clothes,30.0,English,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|FRICATIVE|LATERAL_APPROXIMANT|STOP,False,False,False,True,True,False,True,False,False,False
2888,caused,20.0,Undefined,1,,-1.0,False,0.0,VBN,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,False,False,True
2889,luxury,40.0,Middle English,3,opulence,60.0,True,20.0,NN,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,True,True,False,True,False,False,True,False,False,False
2890,babes,10.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|STOP,False,False,False,False,False,False,False,False,True,False
2891,frames,40.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|NASAL|APPROXIMANT,False,False,True,False,True,False,True,False,True,False
2892,viagra,50.0,Undefined,3,,-1.0,False,0.0,NN,NON_SIBILANT_FRICATIVE|APPROXIMANT|STOP,True,False,False,False,True,False,True,False,True,True
2893,certainly,60.0,English,3,surely,40.0,False,-20.0,RB,SIBILANT_FRICATIVE|NASAL|LATERAL_APPROXIMANT|STOP,True,True,False,True,True,True,True,False,False,False
2894,indeed,30.0,Middle English,2,so,20.0,False,-10.0,RB,NASAL|STOP,False,False,False,False,True,True,False,False,True,False
2895,newspaper,40.0,English,3,newsprint,30.0,False,-10.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,True,True,False,False,True,False,True,False,False,False
2896,toy,20.0,Middle English,1,fiddle,50.0,True,30.0,NN,STOP,False,False,False,False,True,True,False,False,False,False
2897,circuit,30.0,Middle English,2,tour,50.0,True,20.0,NN,SIBILANT_FRICATIVE|STOP,False,True,False,False,True,True,False,False,False,False
2898,layer,30.0,Middle English,2,stratum,70.0,True,40.0,NN,LATERAL_APPROXIMANT,False,True,False,True,False,True,False,False,False,False
2899,printed,40.0,Undefined,2,,-1.0,False,0.0,VBN,NASAL|APPROXIMANT|STOP,False,True,False,False,True,False,True,True,False,False
2900,slow,30.0,Old English,1,,-1.0,False,0.0,VB,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT,False,False,False,True,True,True,False,False,False,False
2901,removal,50.0,English,3,,-1.0,False,0.0,NN,NON_SIBILANT_FRICATIVE|NASAL|LATERAL_APPROXIMANT|APPROXIMANT,True,False,True,True,True,False,True,False,False,False
2902,easier,30.0,Undefined,3,,-1.0,False,0.0,JJR,SIBILANT_FRICATIVE,True,True,False,False,False,False,False,False,True,False
2904,liability,40.0,Undefined,5,indebtedness,60.0,True,20.0,NN,LATERAL_APPROXIMANT|STOP,True,False,False,True,True,False,False,False,True,False
2905,trademark,50.0,Undefined,2,hallmark,60.0,True,10.0,NN,NASAL|APPROXIMANT|STOP,False,True,True,False,True,True,True,False,False,False
2906,hip,20.0,Middle English,1,pelvis,50.0,True,30.0,NN,STOP,False,False,False,False,False,False,False,True,True,False
2907,printers,30.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,False,True,False,False,True,False,True,False,False,False
2910,adding,30.0,Undefined,1,,-1.0,False,0.0,VBG,NASAL|STOP,False,False,False,False,True,False,False,True,True,False
2911,kentucky,40.0,Undefined,3,,-1.0,False,0.0,NN,NASAL|STOP,True,False,False,False,True,True,False,False,False,True
2912,mostly,60.0,English,2,generally,50.0,False,-10.0,RB,SIBILANT_FRICATIVE|NASAL|LATERAL_APPROXIMANT|STOP,False,True,True,True,True,True,True,False,False,False
2913,eric,50.0,Irish,2,,-1.0,False,0.0,NN,STOP|APPROXIMANT,False,True,False,False,True,True,False,True,True,False
2914,spot,20.0,Undefined,1,smear,60.0,True,40.0,NN,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,False,False,True
2915,taylor,40.0,Undefined,2,,-1.0,False,0.0,NN,LATERAL_APPROXIMANT|STOP,False,True,False,True,True,True,False,False,False,False
2917,prints,40.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,False,False,False,False,True,False,True,True,True,False
2918,spend,40.0,Middle English,1,pass,60.0,True,20.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,False,False,False,False,True,False,True,True,True,False
2919,factory,40.0,Latin,3,mill,50.0,True,10.0,NN,NON_SIBILANT_FRICATIVE|STOP,True,True,False,False,True,False,False,False,True,False
2920,interior,50.0,Latin,4,midland,80.0,True,30.0,NN,NASAL|APPROXIMANT|STOP,True,False,False,False,True,True,True,False,True,False
2921,revised,20.0,Undefined,2,,-1.0,False,0.0,VBN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|STOP|APPROXIMANT,False,False,False,False,True,False,True,False,False,False
2922,grow,10.0,Middle English,1,farm,40.0,True,30.0,NN,APPROXIMANT|STOP,False,False,False,False,True,False,False,False,False,False
2923,americans,60.0,Undefined,3,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NASAL|STOP|APPROXIMANT,True,False,True,False,True,False,True,True,False,True
2924,optical,50.0,English,3,visual,60.0,True,10.0,JJ,LATERAL_APPROXIMANT|STOP,True,True,False,True,True,False,False,False,False,True
2925,promotion,50.0,French,3,advancement,60.0,True,10.0,NN,SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,True,False,True,False,True,False,True,False,False,True
2926,relative,70.0,Latin,3,proportional,60.0,False,-10.0,NN,NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP|APPROXIMANT,True,True,False,True,True,False,True,True,True,False
2927,amazing,30.0,Undefined,3,astonishing,30.0,False,0.0,VBG,SIBILANT_FRICATIVE|NASAL,True,False,True,False,False,False,False,False,True,False
2928,clock,40.0,Undefined,1,time,40.0,False,0.0,NN,LATERAL_APPROXIMANT|STOP,False,False,False,True,True,True,False,False,False,True
2929,dot,30.0,Old English,1,elvis,60.0,True,30.0,NN,STOP,False,False,False,False,True,True,False,False,False,True
2931,identity,30.0,Undefined,4,individuality,50.0,True,20.0,NN,NASAL|STOP,True,False,False,False,True,True,False,False,False,False
2932,suites,30.0,Undefined,1,rooms,30.0,False,0.0,NNS,SIBILANT_FRICATIVE|STOP|APPROXIMANT,False,False,False,False,True,False,True,False,True,False
2933,conversion,40.0,Undefined,3,transition,60.0,True,20.0,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|NASAL|STOP,True,False,False,False,True,False,True,False,False,True
2934,feeling,40.0,English,2,,-1.0,False,0.0,VBG,NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|NASAL,False,True,False,True,False,False,True,False,True,False
2935,hidden,30.0,Undefined,2,conceal,40.0,True,10.0,NN,NASAL|STOP,False,True,False,False,True,False,False,True,False,False
2936,reasonable,60.0,Old French,4,sensible,70.0,True,10.0,JJ,SIBILANT_FRICATIVE|APPROXIMANT|NASAL|LATERAL_APPROXIMANT|STOP,True,True,False,True,True,False,True,False,False,True
2937,victoria,30.0,Undefined,4,,-1.0,False,0.0,NNS,NON_SIBILANT_FRICATIVE|APPROXIMANT|STOP,True,False,False,False,True,False,True,False,False,False
2938,serial,70.0,Undefined,3,sequential,60.0,False,-10.0,JJ,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|APPROXIMANT,True,True,False,True,True,True,True,False,True,False
2939,relief,40.0,Undefined,2,rest,50.0,True,10.0,NN,NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|APPROXIMANT,False,False,False,True,True,False,True,False,True,False
2940,revision,40.0,English,3,alteration,40.0,False,0.0,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|NASAL|APPROXIMANT,True,False,False,False,True,False,True,False,True,False
2941,broadband,40.0,Undefined,2,,-1.0,False,0.0,NN,NASAL|APPROXIMANT|STOP,False,True,False,False,True,False,True,True,False,False
2942,influence,50.0,Undefined,3,regulate,60.0,True,10.0,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|NASAL|LATERAL_APPROXIMANT,True,True,False,True,True,False,True,False,False,False
2943,ratio,40.0,Latin,3,proportion,50.0,True,10.0,NN,SIBILANT_FRICATIVE|APPROXIMANT,True,True,False,False,True,False,False,False,True,False
2945,importance,50.0,Undefined,3,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,True,False,True,False,True,False,True,True,False,False
2946,rain,30.0,Middle English,1,rainwater,40.0,True,10.0,NN,NASAL|APPROXIMANT,False,False,False,False,True,True,False,False,True,False
2949,planet,60.0,Middle English,2,satellite,70.0,True,10.0,NN,NASAL|LATERAL_APPROXIMANT|STOP,False,True,False,True,True,False,True,True,False,True
2950,webmaster,60.0,Undefined,3,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|NASAL|STOP|APPROXIMANT,True,True,True,False,True,False,True,False,True,False
2951,copies,20.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|STOP,False,True,False,False,True,False,False,False,False,False
2952,recipe,50.0,Latin,3,formula,80.0,True,30.0,NN,SIBILANT_FRICATIVE|STOP|APPROXIMANT,True,True,False,False,True,False,True,False,True,False
2954,permit,20.0,Latin,2,licence,60.0,True,40.0,NN,NASAL|STOP,False,False,True,False,True,False,False,False,False,False
2955,seeing,30.0,English,2,,-1.0,False,0.0,VBG,SIBILANT_FRICATIVE|NASAL,False,True,False,False,True,False,False,False,True,False
2956,proof,20.0,Middle English,1,validation,50.0,True,30.0,NN,NON_SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,False,False,False,True,False,True,False,False,False
2957,dna,50.0,Undefined,3,,-1.0,False,0.0,NN,NASAL|STOP,True,True,False,False,True,True,False,False,True,False
2958,diff,30.0,Undefined,1,,-1.0,False,0.0,NN,NON_SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,True,True,False
2959,tennis,50.0,Old French,2,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,False,True,False,False,True,True,True,True,False,False
2960,bass,40.0,Italian,1,deep,20.0,False,-20.0,NN,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,True,True,True
2961,prescription,50.0,Undefined,3,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|NASAL|APPROXIMANT|STOP,True,False,False,False,True,False,True,True,False,True
2962,bedroom,40.0,English,2,bedchamber,60.0,True,20.0,NN,NASAL|APPROXIMANT|STOP,False,True,True,False,True,False,True,False,False,False
2963,empty,40.0,Middle English,2,vacuous,50.0,True,10.0,JJ,NASAL|STOP,False,True,True,False,True,False,False,False,True,False
2964,instance,50.0,French,2,illustrate,70.0,True,20.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,False,True,False,False,True,True,True,True,False,False
2965,hole,10.0,Undefined,1,muddle,80.0,True,70.0,NN,LATERAL_APPROXIMANT,False,False,False,True,False,False,False,False,False,False
2966,pets,30.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,True,True,False
2967,ride,30.0,Middle English,1,rally,50.0,True,20.0,NN,STOP|APPROXIMANT,False,False,False,False,True,True,False,False,False,True
2968,licensed,60.0,Undefined,2,commissioned,60.0,False,0.0,VBN,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP|NASAL,False,True,False,True,True,True,True,False,False,True
2969,orlando,50.0,Undefined,3,,-1.0,False,0.0,NN,NASAL|LATERAL_APPROXIMANT|STOP|APPROXIMANT,True,False,False,True,True,True,True,False,False,False
2970,specifically,50.0,English,4,,-1.0,False,0.0,RB,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,True,False,False,True,True,False,True,False,True,False
2971,tim,50.0,Undefined,1,,-1.0,False,0.0,NN,NASAL|STOP,False,False,True,False,True,True,False,True,True,False
2972,bureau,20.0,Undefined,2,agency,50.0,True,30.0,NN,APPROXIMANT|STOP,False,True,False,False,True,False,False,False,False,False
2973,maine,40.0,Undefined,1,,-1.0,False,0.0,NN,NASAL,False,False,True,False,True,True,False,False,True,False
2975,represent,50.0,Undefined,3,constitute,60.0,True,10.0,NN,SIBILANT_FRICATIVE|NASAL|STOP|APPROXIMANT,True,False,False,False,True,False,True,True,True,False
2976,conservation,30.0,Undefined,4,preservation,30.0,False,0.0,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|NASAL|STOP,True,False,False,False,True,False,True,False,False,False
2977,pair,30.0,Old French,1,geminate,70.0,True,40.0,NN,APPROXIMANT|STOP,False,False,False,False,True,False,False,True,True,False
2978,ideal,40.0,French,3,paragon,50.0,True,10.0,NN,LATERAL_APPROXIMANT|STOP,True,False,False,True,True,True,False,False,False,False
2979,specs,30.0,Undefined,1,specification,40.0,True,10.0,NN,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,True,True,False
2980,recorded,40.0,Undefined,2,,-1.0,False,0.0,VBN,STOP|APPROXIMANT,False,False,False,False,True,True,False,True,False,True
2981,don,30.0,Latin,1,wear,40.0,True,10.0,NN,NASAL|STOP,False,False,False,False,True,True,False,False,False,True
2982,pieces,10.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,False,False,False
2983,finished,50.0,Undefined,2,ruined,40.0,False,-10.0,VBN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|NASAL|STOP,False,True,False,False,True,False,True,True,True,False
